상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220805440961,탑모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30170,서구,30170550,용문동,3017010500,용문동,3017010500105940016,1,대지,594,16.0,대전광역시 서구 용문동 594-16,301704298086.0,대전광역시 서구 계룡로636번길,15.0,,3017010500105940016007891,태양파크,대전광역시 서구 계룡로636번길 15,302845,35300,,,,127.392072268249,36.338184304254
MA010120220805478667,미드멜리호텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30170,서구,30170630,둔산1동,3017011200,둔산동,3017011200114460000,1,대지,1446,,대전광역시 서구 둔산동 1446,301704298335.0,대전광역시 서구 둔산중로40번길,27.0,,3017011200114460000021202,,대전광역시 서구 둔산중로40번길 27,302831,35241,,,,127.388279156131,36.3503047885704
MA010120220805506397,신세계센트럴시티호텔오노마,,I1,숙박,I101,일반 숙박,I10101,호텔/리조트,I55101,호텔업,30,대전광역시,30200,유성구,30200550,신성동,3020012700,도룡동,3020012700100030001,1,대지,3,1.0,대전광역시 유성구 도룡동 3-1,302002010001.0,대전광역시 유성구 대덕대로,480.0,,3020012700100030001016027,"대전CT센터,스튜디오큐브",대전광역시 유성구 대덕대로 480,305733,34126,,,,127.387203818286,36.3766247071966
MA010120220805507881,노랑펜션,,I1,숙박,I101,일반 숙박,I10103,펜션,I55109,기타 일반 및 생활 숙박시설 운영업,30,대전광역시,30170,서구,30170600,기성동,3017011900,산직동,3017011900105350002,1,대지,535,2.0,대전광역시 서구 산직동 535-2,301704298487.0,대전광역시 서구 안터길,131.0,,3017011900105350000000001,,대전광역시 서구 안터길 131,302050,35426,,,,127.339103222142,36.2326364019916
MA010120220805521724,디엠프레스호텔,,I1,숙박,I101,일반 숙박,I10101,호텔/리조트,I55101,호텔업,30,대전광역시,30170,서구,30170586,월평1동,3017011300,월평동,3017011300105160000,1,대지,516,,대전광역시 서구 월평동 516,301704298601.0,대전광역시 서구 한밭대로570번길,29.0,20.0,3017011300105160000019727,,대전광역시 서구 한밭대로570번길 29-20,302852,35222,,,,127.363268844886,36.3569244884719
MA010120220805528998,보보스,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100105410003,1,대지,541,3.0,대전광역시 유성구 봉명동 541-3,302004301013.0,대전광역시 유성구 계룡로155번길,40.0,,3020011100105410003014128,,대전광역시 유성구 계룡로155번길 40,305301,34187,,,,127.348196885096,36.3538420753509
MA010120220805570204,투투모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100105410004,1,대지,541,4.0,대전광역시 유성구 봉명동 541-4,302004301013.0,대전광역시 유성구 계룡로155번길,36.0,,3020011100105410004012631,,대전광역시 유성구 계룡로155번길 36,305301,34187,,,,127.348175879848,36.3536887488644
MA010120220805747690,그랜드파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230525,회덕동,3023010600,와동,3023010600103690016,1,대지,369,16.0,대전광역시 대덕구 와동 369-16,302304304332.0,대전광역시 대덕구 신탄진로218번길,57.0,9.0,3023010600103690016008064,,대전광역시 대덕구 신탄진로218번길 57-9,306100,34346,,,,127.423351673775,36.4016700032429
MA010120220805748062,평안장,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103410054,1,대지,341,54.0,대전광역시 중구 유천동 341-54,301404295530.0,대전광역시 중구 유등천동로324번길,60.0,,3014011500103410055019465,,대전광역시 중구 유등천동로324번길 60,301837,34987,,,,127.388576119643,36.313733506181
MA010120220805747513,은성장,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011011900,정동,3011011900100310073,1,대지,31,73.0,대전광역시 동구 정동 31-73,301104292135.0,대전광역시 동구 대전로815번길,31.0,,3011011900100310073020681,,대전광역시 동구 대전로815번길 31,300150,34625,,,,127.430929698043,36.3332204664105
MA010120220805744272,모텔코보스,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30170,서구,30170640,둔산2동,3017011200,둔산동,3017011200113150000,1,대지,1315,,대전광역시 서구 둔산동 1315,301704298328.0,대전광역시 서구 둔산로73번길,25.0,,3017011200113150000020392,,대전광역시 서구 둔산로73번길 25,302830,35233,,,,127.381699335875,36.3525330599892
MA010120220805754951,그린파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140740,산성동,3014011700,산성동,3014011700101420009,1,대지,142,9.0,대전광역시 중구 산성동 142-9,301404295530.0,대전광역시 중구 유등천동로324번길,16.0,,3014011700101420009031279,,대전광역시 중구 유등천동로324번길 16,301817,34987,,,,127.388279740923,36.3117582420405
MA010120220805748209,봉봉장파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140605,문창동,3014010600,문창동,3014010600100530033,1,대지,53,33.0,대전광역시 중구 문창동 53-33,301404295151.0,대전광역시 중구 대종로386번길,71.0,,3014010600100530033013138,,대전광역시 중구 대종로386번길 71,301809,34930,,,,127.434110650398,36.3215553065835
MA010120220805744322,클래스,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230546,중리동,3023010900,중리동,3023010900104110005,1,대지,411,5.0,대전광역시 대덕구 중리동 411-5,302304304501.0,대전광역시 대덕구 한밭대로1149번길,15.0,6.0,3023010900104110005014997,,대전광역시 대덕구 한밭대로1149번길 15-6,306824,34395,,,,127.425933116416,36.3598916434811
MA010120220805749796,홍인장,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103300008,1,대지,330,8.0,대전광역시 중구 유천동 330-8,301404295034.0,대전광역시 중구 계백로1550번길,36.0,,3014011500103300008025712,,대전광역시 중구 계백로1550번길 36,301837,34977,,,,127.392805930214,36.3154133730363
MA010120220805742191,백제장여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140605,문창동,3014010600,문창동,3014010600100520018,1,대지,52,18.0,대전광역시 중구 문창동 52-18,301404295308.0,대전광역시 중구 문창로90번길,31.0,,3014010600100520018012383,,대전광역시 중구 문창로90번길 31,301809,34930,,,,127.4339973274,36.3218251467697
MA010120220805741177,경성장,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500100030021,1,대지,3,21.0,대전광역시 중구 대흥동 3-21,301403165007.0,대전광역시 중구 대전천서로,419.0,7.0,3014010500100030021017582,,대전광역시 중구 대전천서로 419-7,301802,34926,,,,127.4309786506,36.3264883298878
MA010120220805743423,대덕여인숙,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011011900,정동,3011011900100140021,1,대지,14,21.0,대전광역시 동구 정동 14-21,301104292395.0,대전광역시 동구 역전1길,29.0,,3011011900100140021020788,,대전광역시 동구 역전1길 29,300150,34626,,,,127.432178252931,36.3330822037778
MA010120220805741922,백제장여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140720,문화1동,3014011600,문화동,3014011600100010170,1,대지,1,170.0,대전광역시 중구 문화동 1-170,301404295571.0,대전광역시 중구 중앙로16번길,19.0,11.0,3014011600100010170015028,,대전광역시 중구 중앙로16번길 19-11,301812,34944,,,,127.415029089384,36.3220312439218
MA010120220805743859,천연장,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110620,가양1동,3011011400,가양동,3011011400104360006,1,대지,436,6.0,대전광역시 동구 가양동 436-6,301103010014.0,대전광역시 동구 우암로,239.0,,3011011400104360008009839,,대전광역시 동구 우암로 239,300805,34586,,,,127.442780705178,36.3442715955176
MA010120220805743945,경빈여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110665,성남동,3011011600,성남동,3011011600100590021,1,대지,59,21.0,대전광역시 동구 성남동 59-21,301103010014.0,대전광역시 동구 우암로,175.0,4.0,3011011600100590021012700,,대전광역시 동구 우암로 175-4,300818,34589,,,,127.436851510725,36.3415220206449
MA010120220805738829,안흥여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140535,은행선화동,3014010100,은행동,3014010100101220000,1,대지,122,,대전광역시 중구 은행동 122,301404295286.0,대전광역시 중구 목척2길,45.0,,3014010100101220000014176,,대전광역시 중구 목척2길 45,301838,34832,,,,127.425181160887,36.3303089468045
MA010120220805739618,호텔나인,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230546,중리동,3023010900,중리동,3023010900104110029,1,대지,411,29.0,대전광역시 대덕구 중리동 411-29,302304304501.0,대전광역시 대덕구 한밭대로1149번길,19.0,,3023010900104110029021216,,대전광역시 대덕구 한밭대로1149번길 19,306824,34395,,,,127.42615569692,36.359928762598
MA010120220805739626,럭키장모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140710,유천2동,3014011500,유천동,3014011500102120003,1,대지,212,3.0,대전광역시 중구 유천동 212-3,301403165035.0,대전광역시 중구 유천로,57.0,,3014011500102120003024667,,대전광역시 중구 유천로 57,301836,34973,,,,127.397532957081,36.3176273375619
MA010120220805739492,대명장여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103410001,1,대지,341,1.0,대전광역시 중구 유천동 341-1,301404295109.0,대전광역시 중구 대둔산로509번길,29.0,,3014011500103410002026139,,대전광역시 중구 대둔산로509번길 29,301837,34987,,1,,127.388036961812,36.3143255755126
MA010120220805740208,올인모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140535,은행선화동,3014010100,은행동,3014010100101140022,1,대지,114,22.0,대전광역시 중구 은행동 114-22,301404295291.0,대전광역시 중구 목척7길,10.0,,3014010100101140054029176,,대전광역시 중구 목척7길 10,301838,34832,,,,127.427263117709,36.3304361039436
MA010120220805741041,오렌지파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140535,은행선화동,3014010100,은행동,3014010100101150006,1,대지,115,6.0,대전광역시 중구 은행동 115-6,301404295287.0,대전광역시 중구 목척3길,36.0,,3014010100101150006016562,,대전광역시 중구 목척3길 36,301838,34832,,,,127.426314598562,36.3306748937865
MA010120220805741207,500호모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230550,신탄진동,3023012600,신탄진동,3023012600101390002,1,대지,139,2.0,대전광역시 대덕구 신탄진동 139-2,302304304357.0,대전광역시 대덕구 신탄진로810번길,56.0,,3023012600101390002022859,,대전광역시 대덕구 신탄진로810번길 56,306815,34310,,,,127.432262772641,36.4502264372335
MA010120220805738339,퀸모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140740,산성동,3014011700,산성동,3014011700101410011,1,대지,141,11.0,대전광역시 중구 산성동 141-11,301404295530.0,대전광역시 중구 유등천동로324번길,28.0,,3014011700101410011006930,,대전광역시 중구 유등천동로324번길 28,301817,34987,,,,127.388654120657,36.3123009100169
MA010120220805771706,한양모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230546,중리동,3023010900,중리동,3023010900104010032,1,대지,401,32.0,대전광역시 대덕구 중리동 401-32,302304304449.0,대전광역시 대덕구 중리로7번길,14.0,20.0,3023010900104010032012561,,대전광역시 대덕구 중리로7번길 14-20,306824,34394,,,,127.424646914906,36.3605433693494
MA010120220805766369,충청여인숙,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011010100,원동,3011010100100300002,1,대지,30,2.0,대전광역시 동구 원동 30-2,301104292495.0,대전광역시 동구 창조1길,52.0,,3011010100100300002025485,,대전광역시 동구 창조1길 52,300010,34629,,,,127.43567818786,36.3281238552235
MA010120220805767377,프로방스,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140740,산성동,3014011700,산성동,3014011700101420010,1,대지,142,10.0,대전광역시 중구 산성동 142-10,301403000093.0,대전광역시 중구 대둔산로,471.0,,3014011700101420010009641,,대전광역시 중구 대둔산로 471,301817,34987,,,,127.388350283638,36.3112809378374
MA010120220805769857,베네치아,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140740,산성동,3014011700,산성동,3014011700101430015,1,대지,143,15.0,대전광역시 중구 산성동 143-15,301403165034.0,대전광역시 중구 유등천동로,326.0,8.0,3014011700101430015009105,,대전광역시 중구 유등천동로 326-8,301817,34987,,,,127.38774129692,36.3108362056582
MA010120220805770931,아리장모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140605,문창동,3014010600,문창동,3014010600100100060,1,대지,10,60.0,대전광역시 중구 문창동 10-60,301404295309.0,대전광역시 중구 문창로94번길,37.0,,3014010600100100060011105,,대전광역시 중구 문창로94번길 37,301809,34930,,,,127.434061542288,36.322185953049
MA010120220805769441,남성장여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011010100,원동,3011010100100300001,1,대지,30,1.0,대전광역시 동구 원동 30-1,301104292497.0,대전광역시 동구 창조3길,18.0,,3011010100100300001024416,,대전광역시 동구 창조3길 18,300010,34629,,,,127.435465920512,36.3282129783716
MA010120220805770532,아델리아,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140670,오류동,3014011300,오류동,3014011300101680010,1,대지,168,10.0,대전광역시 중구 오류동 168-10,301404295054.0,대전광역시 중구 계백로1685번길,5.0,,3014011300101680010031988,,대전광역시 중구 계백로1685번길 5,301828,34910,,,,127.406426810191,36.3211326469897
MA010120220805772575,글벗고시원,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,30,대전광역시,30140,중구,30140730,문화2동,3014011600,문화동,3014011600104410008,1,대지,441,8.0,대전광역시 중구 문화동 441-8,301404295586.0,대전광역시 중구 천근로70번길,10.0,,3014011600104410008029082,,대전광역시 중구 천근로70번길 10,301813,35005,,1,,127.407275598774,36.3090510240304
MA010120220805771807,남도여인숙,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140670,오류동,3014011300,오류동,3014011300101700025,1,대지,170,25.0,대전광역시 중구 오류동 170-25,301403165031.0,대전광역시 중구 오류로,19.0,11.0,3014011300101700025024466,,대전광역시 중구 오류로 19-11,301828,34906,,,,127.404203542844,36.3220498786062
MA010120220805764116,라성여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011010100,원동,3011010100100210006,1,대지,21,6.0,대전광역시 동구 원동 21-6,301104292495.0,대전광역시 동구 창조1길,61.0,,3011010100100210006025408,,대전광역시 동구 창조1길 61,300010,34629,,,,127.434853278501,36.3282190959026
MA010120220805763995,한일호텔사우나명품토탈헤어,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110560,용운동,3011010900,용운동,3011010900102960006,1,대지,296,6.0,대전광역시 동구 용운동 296-6,301103164022.0,대전광역시 동구 용운로,169.0,,3011010900102960006025415,,대전광역시 동구 용운로 169,300820,34524,,,,127.461207166479,36.3280704156474
MA010120220805764011,천흥여인숙,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011011900,정동,3011011900100010111,1,대지,1,111.0,대전광역시 동구 정동 1-111,301104292497.0,대전광역시 동구 창조3길,25.0,,3011011900100010111025270,,대전광역시 동구 창조3길 25,300150,34629,,,,127.43552017927,36.3284115106606
MA010120220805764480,까치휴게방,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,30,대전광역시,30230,대덕구,30230600,법1동,3023010800,법동,3023010800102870005,1,대지,287,5.0,대전광역시 대덕구 법동 287-5,302303168030.0,대전광역시 대덕구 중리북로,4.0,,3023010800102870005010353,동아빌딩,대전광역시 대덕구 중리북로 4,306807,34384,,,,127.429510701808,36.3674161830213
MA010120220805764414,삼화여인숙,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110665,성남동,3011011600,성남동,3011011600100470031,1,대지,47,31.0,대전광역시 동구 성남동 47-31,301104292022.0,대전광역시 동구 계족로328번길,8.0,,3011011600100470031000001,,대전광역시 동구 계족로328번길 8,300818,34589,,,,127.436082549374,36.3415634574774
MA010120220805764772,금강파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500101110036,1,대지,111,36.0,대전광역시 동구 용전동 111-36,301104292574.0,대전광역시 동구 한밭대로1316번길,39.0,,3011011500101110036004022,,대전광역시 동구 한밭대로1316번길 39,300824,34550,,,,127.439191896783,36.3507077732879
MA010120220805765054,원앙파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500100460031,1,대지,46,31.0,대전광역시 중구 대흥동 46-31,301404295551.0,대전광역시 중구 인창로6번길,11.0,,3014010500100460031012768,,대전광역시 중구 인창로6번길 11,301802,34931,,,,127.430847761923,36.3215127782056
MA010120220805765108,로얄파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103410042,1,대지,341,42.0,대전광역시 중구 유천동 341-42,301403000093.0,대전광역시 중구 대둔산로,497.0,,3014011500103410042004345,,대전광역시 중구 대둔산로 497,301837,34987,,,,127.389224515707,36.3134123688909
MA010120220805765799,남도장여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011011900,정동,3011011900100310014,1,대지,31,14.0,대전광역시 동구 정동 31-14,301104292486.0,대전광역시 동구 중앙로203번길,47.0,,3011012000100080009021039,,대전광역시 동구 중앙로203번길 47,300150,34625,,2,,127.430276334371,36.3326946266882
MA010120220805761025,황토방모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140535,은행선화동,3014010100,은행동,3014010100101150018,1,대지,115,18.0,대전광역시 중구 은행동 115-18,301404295291.0,대전광역시 중구 목척7길,32.0,,3014010100101150018015804,,대전광역시 중구 목척7길 32,301838,34832,,,,127.42584798876,36.3305104276298
MA010120220805761052,무비스모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500100040007,1,대지,4,7.0,대전광역시 중구 대흥동 4-7,301404295207.0,대전광역시 중구 대흥로169번길,30.0,,3014010500100040007023747,,대전광역시 중구 대흥로169번길 30,301802,34926,,,,127.430265653266,36.3265119712852
MA010120220805761271,드림파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103350084,1,대지,335,84.0,대전광역시 중구 유천동 335-84,301403000093.0,대전광역시 중구 대둔산로,504.0,1.0,3014011500103350084022997,,대전광역시 중구 대둔산로 504-1,301837,34978,,3,,127.389832758288,36.3139562276655
MA010120220805761327,호텔프리모,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30200,유성구,30200530,온천1동,3020011100,봉명동,3020011100105470010,1,대지,547,10.0,대전광역시 유성구 봉명동 547-10,302004301012.0,대전광역시 유성구 계룡로141번길,29.0,21.0,3020011100105470010000001,화이트캐슬,대전광역시 유성구 계룡로141번길 29-21,305301,34187,,,,127.345165112604,36.3539877242532
MA010120220805761963,하나,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110530,효동,3011010300,효동,3011010300101320002,1,대지,132,2.0,대전광역시 동구 효동 132-2,301103010001.0,대전광역시 동구 계족로,8.0,,3011010300101320002031956,,대전광역시 동구 계족로 8,300030,34688,,,,127.441023188597,36.3158288013066
MA010120220805762715,하얏트/코오롱정수기,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140535,은행선화동,3014010100,은행동,3014010100101150022,1,대지,115,22.0,대전광역시 중구 은행동 115-22,301404295291.0,대전광역시 중구 목척7길,24.0,,3014010100101150022031461,,대전광역시 중구 목척7길 24,301838,34832,,,,127.426326793729,36.3305307516837
MA010120220805762742,예원모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110695,삼성동,3011011800,삼성동,3011011800102960013,1,대지,296,13.0,대전광역시 동구 삼성동 296-13,301103010002.0,대전광역시 동구 대전로,896.0,,3011011800102960013015083,,대전광역시 동구 대전로 896,300812,34621,,3,,127.428916485688,36.3389248100183
MA010120220805762929,동원여인숙,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011011900,정동,3011011900100010019,1,대지,1,19.0,대전광역시 동구 정동 1-19,301104292401.0,대전광역시 동구 역전시장길,69.0,,3011011900100010019024755,,대전광역시 동구 역전시장길 69,300150,34629,,,,127.434803325342,36.3289669010833
MA010120220805762967,보령모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500101110035,1,대지,111,35.0,대전광역시 동구 용전동 111-35,301104292574.0,대전광역시 동구 한밭대로1316번길,43.0,,3011011500101110035004067,,대전광역시 동구 한밭대로1316번길 43,300824,34550,,,,127.438925354056,36.3505893594425
MA010120220805763292,오류장여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140670,오류동,3014011300,오류동,3014011300101830056,1,대지,183,56.0,대전광역시 중구 오류동 183-56,301403165031.0,대전광역시 중구 오류로,77.0,1.0,3014011300101830056000616,,대전광역시 중구 오류로 77-1,301829,34901,,,,127.40268300762,36.3271974616607
MA010120220805763631,네오텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140605,문창동,3014010600,문창동,3014010600100360002,1,대지,36,2.0,대전광역시 중구 문창동 36-2,301404295310.0,대전광역시 중구 문창로98번길,8.0,,3014010600100360002023425,,대전광역시 중구 문창로98번길 8,301809,34930,,,,127.432528765885,36.3216108955305
MA010120220805758138,오리엔탈모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140670,오류동,3014011300,오류동,3014011300101670010,1,대지,167,10.0,대전광역시 중구 오류동 167-10,301404295018.0,대전광역시 중구 계룡로874번길,103.0,1.0,3014011300101670010011165,,대전광역시 중구 계룡로874번길 103-1,301828,34910,,,,127.405810666285,36.3216072507641
MA010120220805758507,거북여인숙,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103410010,1,대지,341,10.0,대전광역시 중구 유천동 341-10,301404295033.0,대전광역시 중구 계백로1522번길,58.0,,3014011500103410010023063,,대전광역시 중구 계백로1522번길 58,301837,34987,,,,127.388496833153,36.3139043390312
MA010120220805759600,프로포즈모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140670,오류동,3014011300,오류동,3014011300101670009,1,대지,167,9.0,대전광역시 중구 오류동 167-9,301404295020.0,대전광역시 중구 계룡로882번길,112.0,,3014011300101670009016342,,대전광역시 중구 계룡로882번길 112,301828,34910,,,,127.405867718116,36.3214272834674
MA010120220805765009,사보이모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100660002,1,대지,66,2.0,대전광역시 동구 용전동 66-2,301102010004.0,대전광역시 동구 한밭대로,1288.0,,3011011500100660002002632,,대전광역시 동구 한밭대로 1288,300824,34549,,1,,127.438435946264,36.3535792149354
MA010120220805760513,포시즌,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140535,은행선화동,3014010100,은행동,3014010100100070015,1,대지,7,15.0,대전광역시 중구 은행동 7-15,301404295291.0,대전광역시 중구 목척7길,13.0,,3014010100100070015030457,,대전광역시 중구 목척7길 13,301838,34832,,,,127.426886007606,36.3302179954043
MA010120220805760348,리슈모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500102980013,1,대지,298,13.0,대전광역시 중구 유천동 298-13,301404295540.0,대전광역시 중구 유천로33번길,68.0,,3014011500102980013003168,,대전광역시 중구 유천로33번길 68,301837,34976,,,,127.394726383796,36.3147651958472
MA010120220805755815,33장여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103410056,1,대지,341,56.0,대전광역시 중구 유천동 341-56,301404295033.0,대전광역시 중구 계백로1522번길,57.0,,3014011500103410056025096,,대전광역시 중구 계백로1522번길 57,301837,34987,,,,127.388619536225,36.3138779289656
MA010120220805755851,대원여인숙,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011012000,중동,3011012000100210010,1,대지,21,10.0,대전광역시 동구 중동 21-10,301104292134.0,대전광역시 동구 대전로813번길,22.0,,3011012000100210011022028,,대전광역시 동구 대전로813번길 22,300160,34627,,,,127.43095165051,36.3317335019935
MA010120220805756226,유림여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103290021,1,대지,329,21.0,대전광역시 중구 유천동 329-21,301404295544.0,대전광역시 중구 유천로47번길,102.0,,3014011500103290021027665,,대전광역시 중구 유천로47번길 102,301837,34977,,,,127.392502744832,36.3157362843832
